,Reviews,Ratings
5423,"Just go for it man 💯.Model : Panasonic SC-HT250GW-K. (56W) 2.1Its my first home theater and i have searched alot then finally i purchase purchase this 2.1, i think its a better option in market then F&D, Boat,etc.It has the amazing bass, sound and clear aswell.It enough for 15x15 room and the bass feel just boom.I actually love to listen @ low volume with low treble and medium Bass. Which this speaker give excellently and feels very relaxing.It also has EQ which are very well tuned, an...READ MORE",5
5424,"Audio quality is super FM signals super Blue tooth is very super USB songs super remote functions super, digital display is very nice, i feel its a cinema theater DTS sound effect, worth of money value on this product.READ MORE",4
5425,"Loved it.♥️Best in this price range.If you are also bass Lover like me, then go for it.Even competitors with higher price don't give such experience.I have tested many similar products before buying.The features I love the most is seperate Bass and treble control.Satisfied 😍READ MORE",5
5426,"Absolutely great product from Panasonic Japanese brand . I was searched 2 weeks for find a budget best home theater last I found f@d and Panasonic , zerbonics .... And I checked reviews I selected Panasonic is the best ... Panasonic 80w 4.1 better than another brand (105w,150w 5.1 ) don't worry about the product just buy it ... #amazing bass beast #great sound(budget)#classy look #good quality plastic  Especially bass is the main point I got it 5299/- offerREAD MORE",5
5427,"I got surprised, I really loved the bass and overall output of music system... What else I should say.... I am amazed, i got blown by its sound, bass is awesome and thumping, treble is crystal clear....if u got this much budget dont think much just buy it and thanx me laterREAD MORE",5
5428,After a month long research with the price constraint and the expectations i had i settled for Panasonic 4.1 HT . I wanted the Bluetooth and remote functions but with a established brand name. Have used Panasonic TV multiple models for over a decade.The speakers are worth the money. The base kicks in pretty good. For a living room of 13x15 this would be a great buy. Make sure you place the speakers well and at the prescribed places. The sound quality and bass effect are worth the money.READ MORE,4
5429,Awesome products By Motorola Best price in Flipkart I love this Home Theatre Bass Lover Buy Now 😍😍😍😍😍😍😍Sound quality Super Subwoofer Bass 😘😘😘READ MORE,5
5430,"I am a big time music lover and always wanted a speaker system with amazing sound and easy on my pocket. So when I found this product on Flipkart, I immediately went ahead and booked it!Delivery experience: The product was delivered within 2 days of booking and I received it slightly earlier than expected.I will try to provide my review in as much detail as possible. I have plugged the speakers to my iFFALCON TV via HDMI ARC input.Reason for buying: I wanted to setup a theater like expe...READ MORE",4
5431,Excellent sound system at affordable price. Bass Lovers Go for It....  Thank You Flipkart for Fast Delivery 😉READ MORE,5
5432,Wonderful design and super powerful bass clarify sound I much like the product tnks u Flipkart and MotorolaREAD MORE,5
5433,"Perfect beast for the bass lovers ❤️👍.  Sound clarity is Crystal clear....❤️Connectivity Good... FM signal slightly need improve...Bass & Treble can adjustable.. Surround sound only missing, but in Dolby content it's working fair. Overall Good for the expectations better than Single Sound bar.I Loved It💝👍❤️ Thank you Motorola... Flipkart delivery speed Excellent... Got in 1 day.🙌READ MORE",5
5434,Best home theater if you are looking in budget of less than 10kREAD MORE,5
5435,MUST BUY IF YOU LOVE QUALITY.I Buyed this for 6659k in Big Billion Day 2020.You can recover all the penny you buyed this.I watch all OTT Platforms movies and Webseries from this which gives me theatre like Experience.I listen music both Rock and melodies it suits perfect for all Music types.LED is an added advantage which gives a party light feel.FM works perfectPro1. Build Quality2. Sound Quality3. Surround Effect4. Convertible Sound Bar5. HDMI ARC output6. 120 WattsCons1.FM...READ MORE,5
5436,"Using it from months,The quality of sound is superb at this price range, and it providing clear sound and can do a small party in home.By default it start in Bluetooth,and doesn't save the last setting.Remote is in poor quality, and now I am in trouble to change the volume and bass/ treble & Volume settings.And no support is getting online and this remote is not available in online for purchase.I am happy with product and disappointed with remote control quality.READ MORE",5
5437,Sound quality is Awesome thank you so much Flipkart best quality product in Flipkart best home theatre Motorola thank you so much Flipkart                               😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍👉👉👉👉👉👉best product in Flipkart 👈👈👈👈👈👈READ MORE,5
5438,Best product. Best bass & LED lights are very attractiveREAD MORE,3
5439,Worthy productREAD MORE,5
5440,"V good product. Worth buying, brought peace and prosperity at home .READ MORE",5
5441,V.nice product there are many kirtan and many more shabad path i like the product so much for more details go to youtubeREAD MORE,5
5442,Excellent itemREAD MORE,5
5443,Good productREAD MORE,5
5444,It is very good unexpected there are lot of shabad kirtan such a beautiful giftREAD MORE,5
5445,Nice home theater '' in this low cost sound '' bass  'model 'style also is very much good . This home theater is full package (sound ''bass '' model ''color '')in this low price. So ''without any doubt I suggest that buy this product for those person who buy a home theater in this low price '.. Also is very good so ' thank u flip kart ..READ MORE,5
5446,Super super it's Home theater super and bass coming super Sound  so thank you flipkart 😍❤️❤️❤️READ MORE,3
5447,"good quality,  bass quality good and money price down good productREAD MORE",5
5448,very nice  and sound are very highREAD MORE,5
5449,Very nice product good sound quality and also looks very beautifulREAD MORE,5
5450,Very good sound quality.. nice bass... Nd i love itMust buy 🥰🥰👍👍👍👍👍READ MORE,5
5451,nice product bass quality superREAD MORE,5
5452,superbREAD MORE,5
5453,NiceREAD MORE,5
5454,Super bass quality.and money save product..READ MORE,5
5455,Very nice 😍READ MORE,5
5456,Value for moneyREAD MORE,3
5457,GoodREAD MORE,5
5458,TRAFFICREAD MORE,5
5459,Product changeREAD MORE,1
5460,Very nice 👌READ MORE,4
5461,Best item pesa wasul👌👌👌READ MORE,5
5462,Wow suppparbREAD MORE,3
5463,Must improve the wiring quality and the build qualityREAD MORE,3
5464,Very good qualityREAD MORE,5
5465,"Awesome music system from F&DIt's an excellent music system by F&D..sound quality is very good and bass is very impressive. Its LED lighting further adds value to the product. It can be easily connected with your smart TV, dvd player and paired with Bluetooth.. Flipkart delivery was awesome. Go for it guys without a second thought.*****READ MORE",5
5466,Good product for decent price 👍🎶 sound quality very good 🎵very fast delivery thank you so much flipkart. Design and build superb 👌🎼bass & trible perfect 👏 budget killer ✌️sound quality equal to sony speakers🎶only one CON - no triple and bass control in system 😔over all very good productREAD MORE,5
